,fatherwords,motherwords,lwords,gendre,1
72175040,0,0,0,0.13,1.0
72278982,0,0,0,0.13,1.0
72291035,0,0,0,-1.0,-1.0
72291897,0,0,0,-0.12,-1.0
72411382,0,0,0,1.0,1.0
72441422,0,0,0,-1.0,-1.0
72447798,0,0,0,0.0,1.0
72473259,0,0,0,1.0,1.0
72511434,0,0,0,0.5,1.0
72513687,0,0,0,-0.99,-1.0
72555218,1,0,0,-1.0,-1.0
72611644,0,0,0,-1.0,-1.0
72701694,0,0,0,1.0,1.0
72836505,0,0,0,-0.99,-1.0
72884547,0,0,0,1.0,1.0
72905522,0,0,0,-0.5,1.0
72908527,0,0,0,-0.13,1.0
73075274,0,0,0,-1.0,-1.0
73087894,0,0,0,-0.13,1.0
73104857,0,0,0,0.13,1.0
73107730,0,0,0,0.99,1.0
73257480,0,0,0,1.0,1.0
73441597,0,0,0,1.0,1.0
73510671,0,0,0,0.0,1.0
73534019,0,0,0,0.5,1.0
73611622,0,0,0,-0.5,1.0
73671528,0,0,0,-0.13,1.0
73810651,0,0,0,-1.0,1.0
73815437,0,0,0,0.13,1.0
73846301,0,0,0,0.13,1.0
73848846,0,0,0,-0.13,1.0
73946452,0,0,0,0.24,1.0
73947448,0,0,0,0.17,1.0
73960146,0,0,0,-1.0,-1.0
73996291,0,0,0,1.0,1.0
74044979,0,0,0,-1.0,-1.0
74124877,0,0,0,-0.13,-1.0
74208162,0,0,0,-0.99,-1.0
74229192,0,1,0,1.0,1.0
74246784,0,0,0,0.43,1.0
74258332,0,0,0,0.99,1.0
74369195,0,0,0,0.99,1.0
74432278,0,0,0,0.0,1.0
74473945,0,0,0,1.0,1.0
74565136,0,0,0,1.0,1.0
74565895,0,0,0,-0.19,1.0
74648761,0,0,0,-1.0,-1.0
74687711,0,0,0,-0.98,1.0
74713203,0,0,0,1.0,1.0
74714668,0,0,0,0.3,1.0
74773602,0,0,0,-0.5,-1.0
75024252,0,0,0,1.0,1.0
75050212,0,0,0,0.5,1.0
75090882,0,0,0,-0.13,-1.0
75147634,0,0,0,-0.99,-1.0
75160129,0,0,0,1.0,1.0
75184423,0,0,0,1.0,1.0
75257554,0,0,0,0.99,1.0
75277642,0,0,0,-0.72,-1.0
75290948,0,0,0,0.5,1.0
75328394,0,0,0,0.98,1.0
75356636,0,0,0,0.22,-1.0
75438330,0,0,0,-0.99,-1.0
75465406,0,0,0,0.0,-1.0
75483552,0,0,0,-0.51,-1.0
75494931,0,0,0,0.5,1.0
75536543,0,0,0,1.0,1.0
75637870,0,0,0,0.34,1.0
75716454,0,0,0,-1.0,-1.0
75769487,0,0,0,0.5,1.0
75772855,0,0,0,1.0,-1.0
75797982,0,0,0,-0.13,1.0
75833850,0,0,0,0.5,1.0
75875706,0,0,0,0.13,-1.0
75916656,0,0,0,0.65,1.0
75925410,0,0,0,-0.99,1.0
75939519,0,0,0,0.5,1.0
75987129,0,0,0,1.0,1.0
76013255,0,0,0,1.0,1.0
76032920,0,0,0,,1.0
76047121,0,0,0,-0.24,-1.0
76090893,0,0,0,-1.0,-1.0
76096425,0,0,0,-1.0,1.0
76161141,0,0,0,0.13,1.0
76203709,0,0,0,-0.51,1.0
76237772,0,0,0,-0.13,1.0
76250447,0,0,0,0.13,1.0
76273381,0,0,0,-0.85,-1.0
76330142,0,0,0,-0.13,1.0
76368874,0,0,0,0.0,-1.0
76432369,0,0,0,-0.13,-1.0
76487627,0,0,0,1.0,1.0
76503858,0,0,0,-0.13,1.0
76543463,0,0,0,-0.5,1.0
76577024,0,0,0,1.0,1.0
76602928,0,0,0,-0.13,-1.0
76604715,0,0,0,0.13,1.0
76622987,0,0,0,0.99,1.0
76658940,0,0,0,1.0,1.0
76666339,0,0,0,-0.3,-1.0
76672819,0,0,0,-0.99,-1.0
76673992,0,0,0,0.49,1.0
76681820,0,0,0,-0.13,1.0
76713356,0,0,0,1.0,1.0
76788269,0,0,0,0.13,-1.0
76807160,0,0,0,-0.99,-1.0
76835612,0,0,0,1.0,1.0
76870357,0,0,0,-0.49,1.0
76945873,1,0,0,-0.99,-1.0
76984496,0,0,0,1.0,1.0
77015965,0,0,0,-0.13,1.0
77075858,0,0,0,,-1.0
77084536,0,0,0,-0.99,-1.0
77180739,0,0,0,-0.13,1.0
77216001,0,0,0,0.5,1.0
77232365,0,0,0,0.13,-1.0
77260474,0,0,0,-0.13,1.0
77261479,0,0,0,-0.13,1.0
77326682,0,0,0,0.13,1.0
77373556,0,0,0,1.0,1.0
77449420,0,0,0,-0.46,-1.0
77495067,0,0,0,-1.0,-1.0
77515271,0,0,0,0.13,-1.0
77641498,0,0,0,0.74,-1.0
77695195,0,0,0,0.97,1.0
77754328,0,0,0,-0.54,1.0
77793854,0,0,0,1.0,1.0
77816102,0,0,0,-0.87,-1.0
77827885,0,0,0,0.13,-1.0
77830459,0,0,0,-1.0,-1.0
77875824,0,0,0,-1.0,-1.0
77951011,0,0,0,0.13,1.0
77968790,0,0,0,-1.0,-1.0
77982315,0,0,0,1.0,1.0
77995347,0,0,0,-0.13,1.0
78017561,0,0,0,0.5,-1.0
78055114,0,0,0,-0.49,-1.0
78068419,0,0,0,0.13,1.0
78116737,0,0,0,1.0,1.0
78156957,0,0,0,0.13,1.0
78167746,0,0,0,1.0,1.0
78291447,0,1,0,0.99,1.0
78334640,0,0,0,0.99,1.0
78338742,0,0,0,-0.13,-1.0
78349774,0,0,0,-0.99,-1.0
78413873,0,0,0,1.0,1.0
78469336,0,0,0,-0.13,1.0
78480100,0,0,0,-0.49,-1.0
78517422,0,0,0,-1.0,-1.0
78524688,0,0,0,0.0,-1.0
78531684,0,0,0,-0.13,1.0
78546235,0,0,0,0.5,1.0
78547507,0,0,0,1.0,1.0
78552510,0,0,0,-1.0,-1.0
78569026,0,0,0,0.13,-1.0
78593725,0,0,0,1.0,1.0
78616714,0,0,0,-1.0,-1.0
78618535,0,0,0,0.13,-1.0
78657812,0,0,0,0.5,1.0
78706450,0,0,0,1.0,1.0
78752086,0,0,0,-0.13,-1.0
78783698,0,0,0,1.0,1.0
78838795,0,0,0,-1.0,-1.0
78860287,0,0,0,-0.96,-1.0
78876060,0,0,0,-0.13,1.0
78897375,0,0,0,0.43,1.0
79043909,0,0,0,-1.0,-1.0
79046525,0,0,0,0.44,1.0
79076507,0,0,0,0.5,1.0
79102243,0,0,0,-0.5,-1.0
79127922,0,0,0,-0.13,1.0
79139089,0,0,0,0.5,1.0
79145975,0,0,0,0.4,1.0
79162410,0,0,0,-0.13,-1.0
79168490,0,0,0,0.13,1.0
79189544,0,0,0,-1.0,1.0
79206101,0,0,0,0.13,-1.0
79207201,0,0,0,-1.0,-1.0
79255908,0,0,0,-0.13,1.0
79278985,0,0,0,0.71,1.0
79325142,0,0,0,1.0,1.0
79328695,0,0,0,-1.0,-1.0
79464195,0,0,0,-0.5,-1.0
79488853,0,0,0,1.0,1.0
79584667,0,0,0,-0.71,-1.0
79591640,0,0,0,0.0,-1.0
79615316,0,0,0,-0.13,1.0
79626452,0,0,0,1.0,1.0
79689434,0,0,0,1.0,-1.0
79730059,0,0,0,-0.48,1.0
79736649,0,0,0,1.0,1.0
79760316,0,0,0,-1.0,1.0
79762968,0,0,0,-0.99,-1.0
79763037,0,0,0,-0.13,1.0
79791855,0,0,0,0.86,1.0
79815761,0,0,0,0.0,1.0
79859362,0,0,0,-0.13,1.0
79911637,0,0,0,1.0,1.0
79952535,0,0,0,0.47,1.0
80050758,0,0,0,0.96,-1.0
80085089,0,0,0,-1.0,-1.0
80088910,0,1,0,1.0,1.0
80114523,0,0,0,1.0,1.0
80180439,0,0,0,-0.13,1.0
80194268,0,0,0,,-1.0
80195388,0,0,0,0.99,1.0
80289858,0,0,0,-0.38,-1.0
80372953,0,0,0,0.13,1.0
80392050,0,0,0,-1.0,-1.0
80415454,0,0,0,-0.13,1.0
80578112,0,0,0,0.13,1.0
80607896,0,0,0,0.97,1.0
80708587,0,0,0,0.13,-1.0
80727072,0,0,0,0.5,1.0
80729588,0,0,0,-1.0,1.0
80807182,0,0,0,0.13,-1.0
80852808,0,0,0,-0.99,-1.0
80876122,0,0,0,-1.0,-1.0
80883360,0,0,0,-0.13,1.0
80888310,0,0,0,-0.13,1.0
80889894,0,0,0,0.5,1.0
80966606,0,0,0,-0.13,1.0
81029724,0,0,0,0.99,1.0
81038778,0,0,0,-0.13,-1.0
81061990,0,0,0,-1.0,1.0
81069305,0,0,0,-0.13,-1.0
81071295,0,0,0,0.5,1.0
81212426,0,0,0,0.13,1.0
81228092,0,0,0,-0.87,1.0
81259703,0,0,0,0.13,1.0
81329312,0,0,0,-0.13,-1.0
81372257,0,0,0,0.99,1.0
81407033,0,0,0,1.0,1.0
81410071,0,0,0,0.99,1.0
81459272,0,0,0,1.0,1.0
81487591,0,0,0,0.13,1.0
81495219,0,0,0,1.0,1.0
81507713,0,0,0,-0.13,1.0
81547802,0,0,0,1.0,-1.0
81555345,0,0,0,0.13,1.0
81570672,0,0,0,-0.43,-1.0
81573627,0,0,0,-0.99,1.0
81628716,0,0,0,-0.13,-1.0
81656022,0,0,0,-0.5,1.0
81702698,0,0,0,-0.99,-1.0
81867184,0,0,0,-1.0,1.0
81869185,0,0,0,0.98,1.0
81917003,0,0,0,-0.29,-1.0
82007296,0,0,0,-0.13,-1.0
82079755,0,0,0,-0.13,-1.0
82116835,0,0,0,-0.98,-1.0
82308754,0,0,0,1.0,1.0
82336936,0,0,0,1.0,1.0
82395896,0,0,0,0.13,1.0
82597256,0,0,0,-0.13,-1.0
82633642,0,0,0,0.89,1.0
82738460,0,0,0,0.0,1.0
82774249,0,0,0,-0.13,1.0
82794486,0,0,0,,-1.0
82842783,0,0,0,1.0,1.0
82875774,0,0,0,1.0,1.0
82905843,0,0,0,0.5,1.0
82909146,0,0,0,-0.13,1.0
83005277,0,0,0,0.0,1.0
83044491,0,0,0,-0.13,1.0
83052903,0,0,0,1.0,1.0
83058781,0,0,0,-0.13,1.0
83104154,0,0,0,0.78,1.0
83161529,0,0,0,0.82,1.0
83287183,0,0,0,-0.5,-1.0
83323209,0,0,0,-0.71,1.0
83405457,0,0,0,-0.13,1.0
83427985,0,0,0,-0.61,-1.0
83515483,0,0,0,0.64,1.0
83521730,0,0,0,-1.0,-1.0
83588540,0,0,0,0.15,-1.0
83715918,0,0,0,,-1.0
83753101,0,0,0,1.0,1.0
83770409,0,0,0,1.0,1.0
83802582,0,0,0,0.99,1.0
83836353,0,0,0,-0.36,-1.0
83848072,0,0,0,-0.5,1.0
83887737,0,0,0,,-1.0
84036932,0,0,0,-0.71,1.0
84043824,0,0,0,0.99,1.0
84063779,0,0,0,0.78,1.0
84071394,0,0,0,-0.79,-1.0
84084023,0,0,0,-0.39,1.0
84098433,0,0,0,-0.99,-1.0
84099867,0,0,0,0.99,1.0
84164267,0,0,0,0.13,-1.0
84201026,0,0,0,0.0,-1.0
84242123,0,0,0,0.0,1.0
84344190,0,0,0,0.13,1.0
84353566,0,1,0,0.13,1.0
84394138,0,0,0,-0.13,-1.0
84546155,0,0,0,0.5,1.0
84598968,0,0,0,0.99,1.0
84639026,0,0,0,0.13,-1.0
84689603,0,0,0,0.13,1.0
84696912,0,0,0,0.37,1.0
84733560,0,0,0,1.0,1.0
84750409,0,0,0,-1.0,-1.0
84970484,0,0,0,-0.31,1.0
84998073,0,0,0,0.13,1.0
85051652,0,0,0,1.0,1.0
85099545,0,0,0,0.13,1.0
85110780,0,0,0,-0.48,-1.0
85154892,0,0,0,-0.13,-1.0
85176497,0,0,0,1.0,1.0
85203563,0,0,0,-0.13,1.0
85263258,0,0,0,1.0,1.0
85484729,0,0,0,-0.5,1.0
85486676,0,0,0,-0.13,-1.0
85492817,0,0,0,-1.0,-1.0
85560804,0,0,0,-1.0,-1.0
85564655,0,0,0,-1.0,1.0
85619944,0,0,0,1.0,1.0
85667545,0,0,0,0.0,1.0
85787437,0,0,0,-0.13,-1.0
85813035,0,0,0,1.0,1.0
85930805,0,0,0,0.96,1.0
85961444,0,0,0,0.5,-1.0
85962824,0,0,0,0.5,1.0
86087272,0,0,0,-0.7,-1.0
86112416,0,0,0,1.0,-1.0
86161251,0,0,0,-0.13,1.0
86206679,0,0,0,1.0,1.0
86248656,0,0,0,0.0,-1.0
86274257,0,0,0,-0.5,-1.0
86300255,0,0,0,0.9,1.0
86337059,0,0,0,-1.0,1.0
86341902,0,0,0,0.13,1.0
86452552,0,0,0,-0.5,-1.0
86497910,0,0,0,1.0,1.0
86506863,0,0,0,-0.13,-1.0
86604355,0,0,0,-0.99,-1.0
86638747,0,0,0,1.0,1.0
86679318,0,0,0,-0.33,-1.0
86759596,0,0,0,1.0,1.0
86790021,0,0,0,0.67,1.0
86802256,0,0,0,-0.45,-1.0
86824093,0,0,0,0.13,1.0
86832182,0,0,0,0.13,1.0
86893308,0,0,0,0.02,1.0
86905537,0,0,0,0.99,1.0
86977525,0,0,0,-0.71,-1.0
86987660,0,0,0,1.0,1.0
87081850,0,0,0,0.98,1.0
87100600,0,0,0,1.0,1.0
87469894,0,0,0,1.0,1.0
87492053,0,0,0,1.0,1.0
87493548,0,0,0,0.13,1.0
87665178,0,0,0,-1.0,-1.0
87722515,0,0,0,-1.0,-1.0
88012712,0,0,0,-0.95,-1.0
88028490,0,0,0,0.99,1.0
88028934,0,0,0,0.0,1.0
88059720,0,0,0,-1.0,-1.0
88067727,0,0,0,-0.88,-1.0
88110661,0,0,0,-0.94,1.0
88124551,0,0,0,1.0,1.0
88140552,0,0,0,-0.67,-1.0
88187657,0,0,0,-0.13,1.0
88261556,0,0,0,-0.95,-1.0
88292482,0,0,0,-0.99,-1.0
88328963,0,0,0,0.5,1.0
88341121,0,0,0,0.13,1.0
88396766,0,0,0,0.13,-1.0
88437927,0,0,0,0.96,-1.0
88477566,0,0,0,1.0,1.0
88481488,0,0,0,1.0,1.0
88606710,0,0,0,0.0,1.0
88639931,0,0,0,-1.0,1.0
88647732,0,0,0,0.3,-1.0
88699803,0,0,0,-0.49,-1.0
88719988,0,0,0,1.0,1.0
88746461,0,0,0,0.0,1.0
88748959,0,0,0,1.0,1.0
88778121,0,0,0,0.13,1.0
88787027,0,0,0,1.0,1.0
88944373,0,0,0,-0.71,-1.0
89014319,0,0,0,0.39,1.0
89047747,0,0,0,-1.0,-1.0
89070509,0,0,0,-0.98,-1.0
89209338,0,0,0,-1.0,1.0
89234658,0,0,0,-0.13,1.0
89288499,0,1,0,1.0,1.0
89319974,0,0,0,1.0,1.0
89343869,0,0,0,1.0,1.0
89570389,0,0,0,-0.66,-1.0
89570813,0,0,0,-0.13,1.0
89624441,0,0,0,-0.13,-1.0
89669479,0,0,0,,1.0
89671091,0,0,0,0.13,1.0
89713753,0,0,0,0.13,1.0
89767541,0,0,0,1.0,1.0
89956413,0,0,0,-0.5,-1.0
90142632,0,0,0,-1.0,-1.0
90170642,0,0,0,-0.99,-1.0
90190348,0,0,0,0.5,1.0
90247146,0,0,0,0.0,1.0
90290983,0,0,0,-1.0,1.0
90294525,0,0,0,-0.97,-1.0
90307077,0,0,0,1.0,1.0
90493154,0,0,0,0.13,1.0
90524892,0,0,0,1.0,1.0
90589424,0,0,0,-0.13,-1.0
90595691,0,0,0,0.9,1.0
90614292,0,0,0,-0.94,1.0
90652885,0,0,0,0.5,1.0
90737097,0,0,0,0.5,1.0
90774020,0,0,0,0.42,1.0
90799038,0,0,0,-1.0,1.0
90834241,0,0,0,0.0,-1.0
90903029,0,0,0,-1.0,1.0
90932331,0,0,0,-1.0,-1.0
90936599,0,0,0,1.0,1.0
90958552,0,0,0,-0.5,1.0
91005309,0,0,0,0.13,1.0
91051792,0,0,0,0.19,1.0
91095893,0,0,0,-0.5,1.0
91097056,0,0,0,1.0,1.0
91107754,0,0,0,0.5,-1.0
91108671,0,0,0,-0.31,1.0
91110018,0,0,0,-0.13,1.0
91123976,0,0,0,1.0,1.0
91150247,0,0,0,-1.0,-1.0
91292464,0,0,0,0.13,1.0
91304827,0,0,0,1.0,1.0
91306545,0,0,0,0.13,1.0
91362920,0,0,0,0.13,-1.0
91371611,0,0,0,0.13,-1.0
91379842,0,0,0,0.0,-1.0
91428592,0,0,0,-0.21,1.0
91472805,0,0,0,-1.0,-1.0
91545760,0,0,0,1.0,-1.0
91553896,0,0,0,0.65,1.0
91711622,0,0,0,-0.13,1.0
91731237,0,0,0,-0.98,-1.0
91746996,0,0,0,1.0,1.0
91793824,0,0,0,1.0,1.0
91820059,0,0,0,-0.13,-1.0
91845227,0,0,0,0.47,1.0
91904986,0,0,0,-0.13,1.0
91958125,0,0,0,0.13,1.0
92009869,0,0,0,0.13,-1.0
92131339,0,0,0,-0.13,1.0
92140191,0,0,0,0.99,1.0
92167614,0,0,0,-0.96,1.0
92220601,0,0,0,-1.0,-1.0
92232432,0,0,0,0.13,1.0
92238899,0,0,0,0.28,1.0
92259678,0,0,0,-0.97,-1.0
92344502,0,0,0,1.0,1.0
92451604,0,0,0,0.87,1.0
92481060,0,0,0,1.0,1.0
92494379,0,0,0,0.94,1.0
92569747,0,0,0,-0.66,1.0
92580782,0,0,0,1.0,1.0
92664710,0,0,0,0.0,1.0
92699184,0,0,0,0.5,1.0
92720963,0,0,0,0.13,-1.0
92750127,0,0,0,-0.13,-1.0
92767549,0,0,0,-0.13,1.0
92825758,0,0,0,-0.13,1.0
92842868,0,0,0,0.13,1.0
92851305,0,0,0,0.13,1.0
92876067,0,0,0,-0.89,-1.0
92931864,0,0,0,-1.0,-1.0
92994482,0,0,0,0.0,1.0
93012186,0,0,0,-0.13,-1.0
93020140,0,0,0,-0.99,-1.0
93047212,0,0,0,-0.3,1.0
93065008,0,0,0,-0.13,1.0
93094287,0,0,0,0.99,1.0
93097684,0,0,0,,-1.0
93210438,0,0,0,1.0,1.0
93210691,0,0,0,0.49,1.0
93222172,0,0,0,-0.99,-1.0
93326873,0,0,0,-0.39,1.0
93416744,0,0,0,1.0,1.0
93444682,0,0,0,-1.0,-1.0
93449075,0,0,0,-1.0,-1.0
93517556,0,0,0,-1.0,-1.0
93604298,0,0,0,1.0,1.0
93663917,0,0,0,0.5,1.0
93704045,0,0,0,1.0,1.0
93726282,0,0,0,-1.0,-1.0
93744715,0,0,0,1.0,1.0
93750559,0,0,0,0.95,1.0
93862354,0,0,0,0.13,1.0
93898516,0,0,0,0.13,1.0
93946161,0,0,0,0.13,1.0
94030198,0,0,0,1.0,1.0
94152892,0,0,0,1.0,-1.0
94251656,0,0,0,1.0,1.0
94265575,0,0,0,-1.0,-1.0
94292433,0,0,0,-0.13,1.0
94297273,0,0,0,0.95,1.0
94323227,0,0,0,-0.32,1.0
94325042,0,0,0,0.5,-1.0
94363980,0,0,0,0.97,-1.0
94441197,0,0,0,-0.13,-1.0
94520755,0,0,0,0.13,1.0
94617592,0,0,0,-1.0,-1.0
94710099,0,0,0,-1.0,-1.0
94787312,0,0,0,0.13,1.0
94790142,0,0,0,0.71,1.0
94839848,0,0,0,-0.99,-1.0
94871985,0,0,0,0.13,1.0
94918748,0,0,0,0.0,1.0
95060907,0,0,0,-1.0,1.0
95062175,0,0,0,1.0,1.0
95107172,0,0,0,0.13,1.0
95109870,0,0,0,0.48,1.0
95115959,0,0,0,-0.13,1.0
95121562,0,0,0,-0.13,1.0
95135945,0,0,0,0.99,1.0
95164660,0,0,0,-0.49,-1.0
95187098,0,0,0,-1.0,-1.0
95195418,0,0,0,0.5,1.0
95197626,0,0,0,-0.82,1.0
95319277,0,0,0,0.5,1.0
95406798,0,0,0,0.73,1.0
95406886,0,0,0,0.99,1.0
95412713,0,0,0,-0.13,1.0
95470385,0,0,0,1.0,1.0
95520944,0,0,0,-0.63,1.0
95552992,0,0,0,0.0,1.0
95559267,0,0,0,0.13,1.0
95576241,0,0,0,0.71,1.0
95636314,0,0,0,1.0,-1.0
95672653,0,0,0,-0.13,-1.0
95706182,0,0,0,-0.65,-1.0
95837407,0,0,0,-0.99,-1.0
95841307,0,0,0,0.13,1.0
95846918,0,0,0,1.0,1.0
95902430,0,0,0,1.0,1.0
95927446,0,0,0,1.0,1.0
95998855,0,0,0,0.55,1.0
96081620,0,0,0,-0.71,-1.0
96167501,0,0,0,-0.99,-1.0
96182178,0,0,0,-0.99,-1.0
96263116,0,0,0,0.5,1.0
96271655,0,0,0,-0.13,1.0
96330816,0,0,0,1.0,1.0
96332757,0,0,0,0.0,1.0
96371809,0,0,0,-0.99,-1.0
96451350,0,0,0,-0.79,-1.0
96455049,0,0,0,0.99,1.0
96489560,0,0,0,0.0,1.0
96509368,0,0,0,-1.0,-1.0
96519909,0,0,0,1.0,1.0
96523683,0,0,0,0.5,1.0
96606291,0,0,0,-0.5,-1.0
96628168,0,0,0,-0.99,-1.0
96658214,0,0,0,-0.64,1.0
96698887,0,0,0,1.0,1.0
96732603,0,0,0,1.0,1.0
96771419,0,0,0,-1.0,-1.0
96882605,0,0,0,1.0,1.0
97010763,0,0,0,-0.13,1.0
97018066,0,0,0,-0.13,1.0
97099027,0,0,0,0.97,1.0
97250794,0,0,0,-1.0,-1.0
97298193,0,0,0,1.0,1.0
97370303,0,0,0,-1.0,-1.0
97386978,0,0,0,1.0,1.0
97400685,0,0,0,-0.13,1.0
97412444,0,0,0,-0.96,-1.0
97478497,0,0,0,-0.5,-1.0
97531956,0,0,0,1.0,1.0
97535225,0,0,0,-1.0,-1.0
97540127,0,0,0,-0.13,1.0
97620428,0,0,0,-0.13,1.0
97633322,0,0,0,0.99,1.0
97745214,0,0,0,-0.61,1.0
97749819,0,0,0,0.13,-1.0
97794717,0,0,0,-1.0,1.0
97810798,0,0,0,0.98,1.0
97843462,0,0,0,-1.0,-1.0
97866863,0,0,0,-0.13,1.0
97897689,0,0,0,0.13,1.0
97944237,0,0,0,0.13,1.0
97944324,0,0,0,0.26,-1.0
97994074,0,0,0,1.0,1.0
98009140,0,0,0,1.0,1.0
98040330,0,0,0,-0.45,-1.0
98094303,0,0,0,0.99,1.0
98142079,0,0,0,-0.06,1.0
98148594,0,0,0,0.99,1.0
98151735,0,0,0,-0.5,1.0
98167463,0,0,0,-0.13,1.0
98180605,0,0,0,-1.0,-1.0
98209234,0,0,0,-0.13,1.0
98248297,0,0,0,-0.13,1.0
98251305,0,0,0,1.0,1.0
98280724,0,0,0,-0.48,1.0
98305782,0,0,0,0.28,1.0
98315648,0,0,0,-0.35,1.0
98362465,0,0,0,1.0,1.0
98374681,0,0,0,0.44,1.0
98393840,0,0,0,0.87,1.0
98521557,0,0,0,-1.0,-1.0
98559054,0,0,0,-1.0,1.0
98590650,0,0,0,-0.42,-1.0
98624413,0,0,0,1.0,1.0
98648129,0,0,0,0.5,-1.0
98709761,0,0,0,-1.0,-1.0
98721378,0,0,0,-1.0,-1.0
98839032,0,0,0,0.13,1.0
98843154,0,0,0,-0.5,-1.0
98851540,0,0,0,0.5,-1.0
98895436,0,0,0,0.99,1.0
98955871,0,0,0,-0.2,1.0
99058208,0,0,0,0.13,-1.0
99202580,0,0,0,0.99,1.0
99332013,0,0,0,-0.7,1.0
99356173,0,0,0,0.99,1.0
99436056,0,0,0,0.13,1.0
99495408,0,0,0,-0.99,1.0
99542475,0,0,0,-0.99,-1.0
99551291,0,0,0,0.99,1.0
99596979,0,0,0,0.49,1.0
99605793,0,0,0,-0.13,-1.0
99641362,0,0,0,-1.0,-1.0
99752105,0,0,0,-0.13,1.0
99834570,0,0,0,1.0,1.0
99837592,0,0,0,1.0,1.0
99919284,0,0,0,-0.13,1.0
100034641,0,0,0,-0.13,-1.0
100060418,0,0,0,-0.13,1.0
100110292,0,0,0,-0.13,1.0
100140776,0,0,0,-1.0,-1.0
100176206,0,0,0,-0.85,1.0
100228666,0,0,0,-0.13,1.0
100265311,0,0,0,0.13,1.0
100303076,0,0,0,-0.45,-1.0
100363472,0,0,0,-1.0,-1.0
100372591,0,0,0,0.13,1.0
100373353,0,0,0,1.0,1.0
100403489,0,0,0,-0.95,1.0
100528576,0,0,0,0.9,1.0
100562591,0,0,0,-0.13,1.0
100600306,0,0,0,-1.0,-1.0
100607829,0,1,0,0.96,1.0
100645172,0,0,0,-1.0,1.0
100698652,0,0,0,-0.5,-1.0
100707782,0,0,0,0.13,1.0
100761413,0,0,0,-1.0,-1.0
100786356,0,0,0,1.0,1.0
100789688,0,0,0,-0.59,-1.0
100797735,0,0,0,1.0,1.0
100810406,0,0,0,0.93,1.0
100855755,0,0,0,-1.0,-1.0
100898152,0,0,0,1.0,1.0
100899971,0,0,0,-0.13,1.0
100927225,0,0,0,-1.0,-1.0
100938551,0,0,0,0.5,1.0
100958480,0,0,0,-0.13,1.0
101040233,0,0,0,-0.99,-1.0
101049446,0,0,0,1.0,1.0
101060984,0,0,0,-0.9,1.0
101081261,0,0,0,0.13,1.0
101092152,0,0,0,1.0,1.0
101138138,0,0,0,-0.13,1.0
101141746,0,0,0,-0.13,-1.0
101292110,0,0,0,-0.99,-1.0
101316901,0,0,0,1.0,1.0
101330820,0,0,0,0.38,1.0
101354909,0,0,0,-0.98,-1.0
101375079,0,0,0,-0.13,-1.0
101538638,0,0,0,0.5,1.0
101625312,0,0,0,-0.13,1.0
101652419,0,0,0,-0.5,-1.0
101727254,0,0,0,0.48,-1.0
101735828,0,0,0,-0.13,1.0
101747967,0,0,0,-0.13,-1.0
101883665,0,0,0,1.0,1.0
101883953,0,0,0,1.0,1.0
101924903,0,0,0,-1.0,1.0
101963900,0,0,0,-0.96,1.0
101991111,0,0,0,1.0,1.0
102093187,0,0,0,1.0,1.0
102168028,0,0,0,0.99,1.0
102278116,0,0,0,-1.0,1.0
102279918,0,1,0,0.99,1.0
102362940,0,0,0,,1.0
102387477,0,0,0,-0.99,-1.0
102417519,0,0,0,-1.0,-1.0
102475235,0,0,0,-0.13,1.0
102477467,0,0,0,-0.13,-1.0
102613293,0,0,0,-0.13,-1.0
102670743,0,0,0,1.0,1.0
102677830,0,0,0,-0.99,-1.0
102730708,0,0,0,0.5,1.0
102737047,0,0,0,-1.0,-1.0
102809436,0,0,0,0.13,1.0
102843832,0,0,0,0.93,1.0
102871655,0,0,0,0.13,1.0
102882885,0,0,0,0.0,-1.0
102884864,0,0,0,0.46,1.0
102921967,0,0,0,0.5,1.0
102981779,0,0,0,0.13,-1.0
103029510,0,0,0,0.37,-1.0
103111773,0,0,0,-0.16,1.0
103122261,0,0,0,0.99,1.0
103128891,0,0,0,1.0,1.0
103150008,0,0,0,-1.0,-1.0
103156176,0,0,0,-1.0,-1.0
103195785,0,0,0,0.13,1.0
103206917,0,0,0,0.13,1.0
103245085,0,0,0,-0.13,-1.0
103253437,0,0,0,1.0,1.0
103265150,0,0,0,0.5,-1.0
103304355,0,0,0,1.0,1.0
103393755,0,0,0,0.0,1.0
103414388,0,0,0,1.0,1.0
103646862,0,0,0,-0.29,-1.0
103682174,0,0,0,-1.0,-1.0
103690023,0,0,0,,-1.0
103693118,0,0,0,1.0,1.0
103795246,0,0,0,-0.99,-1.0
103861003,0,0,0,-0.99,-1.0
103970240,0,0,0,-0.13,-1.0
103980526,0,0,0,-0.13,-1.0
103996100,0,0,0,-0.97,-1.0
104003179,0,0,0,0.5,1.0
104005582,0,0,0,-0.5,1.0
104087301,0,0,0,1.0,-1.0
104264921,0,0,0,1.0,1.0
104303381,0,0,0,-1.0,-1.0
104350686,0,0,0,-0.13,-1.0
104356160,0,0,0,0.5,1.0
104447349,0,0,0,0.13,1.0
104460036,0,0,0,-0.5,1.0
104468397,0,0,0,-0.48,-1.0
104672177,0,0,0,0.39,1.0
104682514,0,0,0,-0.13,-1.0
104719694,0,0,0,1.0,1.0
104928190,0,0,0,-0.75,1.0
104979982,1,0,0,-0.13,1.0
105042008,0,0,0,0.13,1.0
